bam_url,crc32c,size,gcs_obj_updated_at,model_id
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-000244.merged.unaligned.bam,NlqtFg==,3700465318,2024-09-28,ACH-000244
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-000378.merged.unaligned.bam,wxadiQ==,4016640169,2024-09-28,ACH-000378
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001227.merged.unaligned.bam,WcET0A==,4410421594,2024-09-28,ACH-001227
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001346.merged.unaligned.bam,nJErWg==,4275790251,2024-09-28,ACH-001346
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001385.merged.unaligned.bam,4uCGNw==,4043245244,2024-09-28,ACH-001385
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001409.merged.unaligned.bam,rFZ9IA==,4160552507,2024-09-28,ACH-001409
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001414.merged.unaligned.bam,qwlFkA==,3245496240,2024-09-28,ACH-001414
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001416.merged.unaligned.bam,AMcMBQ==,4192469969,2024-09-28,ACH-001416
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001494.merged.unaligned.bam,6AHE+A==,4251452977,2024-09-28,ACH-001494
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001508.merged.unaligned.bam,EJmm4Q==,3364832348,2024-09-28,ACH-001508
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001536.merged.unaligned.bam,QfSIJA==,3897863039,2024-09-28,ACH-001536
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001549.merged.unaligned.bam,l2mgXA==,3842969338,2024-09-28,ACH-001549
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001625.merged.unaligned.bam,L5rmSA==,3943952128,2024-09-28,ACH-001625
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001641.merged.unaligned.bam,fKY2WQ==,3921734177,2024-09-28,ACH-001641
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001690.merged.unaligned.bam,zcO+jg==,3388844320,2024-09-28,ACH-001690
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001694.merged.unaligned.bam,kNot6g==,3459203768,2024-09-28,ACH-001694
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001696.merged.unaligned.bam,/oZCSw==,3786207880,2024-09-28,ACH-001696
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001699.merged.unaligned.bam,VEEW/A==,3504323325,2024-09-28,ACH-001699
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001701.merged.unaligned.bam,tKxW3Q==,3537325850,2024-09-28,ACH-001701
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001834.merged.unaligned.bam,d84GEA==,3988765299,2024-09-28,ACH-001834
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001838.merged.unaligned.bam,PJqs9Q==,3426885632,2024-09-28,ACH-001838
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001839.merged.unaligned.bam,nHIZQA==,3944183356,2024-09-28,ACH-001839
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001842.merged.unaligned.bam,12t0mQ==,3688889070,2024-09-28,ACH-001842
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001849.merged.unaligned.bam,VvJ2GA==,4033013091,2024-09-28,ACH-001849
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001852.merged.unaligned.bam,KAmBkw==,4009743313,2024-09-28,ACH-001852
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001857.merged.unaligned.bam,oyYdPg==,4160575203,2024-09-28,ACH-001857
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001861.merged.unaligned.bam,KW3TjA==,4232309897,2024-09-28,ACH-001861
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001863.merged.unaligned.bam,I7TUCQ==,4054732042,2024-09-28,ACH-001863
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001959.merged.unaligned.bam,EOab7Q==,4456707558,2024-09-28,ACH-001959
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-001997.merged.unaligned.bam,7nhH4A==,4456483174,2024-09-28,ACH-001997
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-002029.merged.unaligned.bam,RJ8tQg==,4067144849,2024-09-28,ACH-002029
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-002042.merged.unaligned.bam,xfv0nw==,4122606110,2024-09-28,ACH-002042
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-002043.merged.unaligned.bam,lBTAgQ==,3655222382,2024-09-28,ACH-002043
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-002045.merged.unaligned.bam,cy99JQ==,3984178193,2024-09-28,ACH-002045
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-002051.merged.unaligned.bam,/q+xEw==,3842517682,2024-09-28,ACH-002051
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-002052.merged.unaligned.bam,Uf1wuQ==,3643158935,2024-09-28,ACH-002052
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-002077.merged.unaligned.bam,vIArKg==,3779948780,2024-09-28,ACH-002077
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-002490.merged.unaligned.bam,O29laA==,3902147461,2024-09-28,ACH-002490
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-002523.merged.unaligned.bam,HZ0Brg==,3903275244,2024-09-28,ACH-002523
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-002647.merged.unaligned.bam,m8fCcA==,3995290895,2024-09-28,ACH-002647
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-003047.merged.unaligned.bam,ftCTgA==,3331541647,2024-09-28,ACH-003047
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-003126.merged.unaligned.bam,410gbA==,3628249036,2024-09-28,ACH-003126
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-003236.merged.unaligned.bam,q7Tw/g==,3093709143,2024-09-28,ACH-003236
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-003238.merged.unaligned.bam,fEksjA==,4180726038,2024-09-28,ACH-003238
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-003331.merged.unaligned.bam,5sFrKA==,4193419317,2024-09-28,ACH-003331
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-003334.merged.unaligned.bam,hSS9fQ==,4099205588,2024-09-28,ACH-003334
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-003340.merged.unaligned.bam,aXo/OQ==,4540106931,2024-09-28,ACH-003340
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2028/merge/ACH-003341.merged.unaligned.bam,tFZFHg==,4049311775,2024-09-28,ACH-003341
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-000040.merged.unaligned.bam,iE3E0g==,4215762861,2024-09-28,ACH-000040
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-000212.merged.unaligned.bam,IH5dUg==,4736082831,2024-09-28,ACH-000212
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-000246.merged.unaligned.bam,sTiADQ==,5053919535,2024-09-28,ACH-000246
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-000261.merged.unaligned.bam,0koJZA==,5381352383,2024-09-28,ACH-000261
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-000280.merged.unaligned.bam,J/4+1w==,4699107817,2024-09-28,ACH-000280
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-000288.merged.unaligned.bam,dzCT2Q==,5587988662,2024-09-28,ACH-000288
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-000455.merged.unaligned.bam,hijvLg==,5049583220,2024-09-28,ACH-000455
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-000622.merged.unaligned.bam,irTZEg==,3984294482,2024-09-28,ACH-000622
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-000634.merged.unaligned.bam,7slGdw==,4999241125,2024-09-28,ACH-000634
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-000783.merged.unaligned.bam,fW/V+g==,4940426066,2024-09-28,ACH-000783
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-000906.merged.unaligned.bam,43QByw==,4723027523,2024-09-28,ACH-000906
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-000913.merged.unaligned.bam,a4gPvA==,5293238000,2024-09-28,ACH-000913
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-000946.merged.unaligned.bam,dzKvpw==,5309943417,2024-09-28,ACH-000946
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001067.merged.unaligned.bam,aDQsfw==,4491671518,2024-09-28,ACH-001067
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001329.merged.unaligned.bam,QBR89Q==,5709028261,2024-09-28,ACH-001329
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001386.merged.unaligned.bam,yQnULg==,5255815110,2024-09-28,ACH-001386
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001415.merged.unaligned.bam,F6LuXA==,5693884950,2024-09-28,ACH-001415
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001538.merged.unaligned.bam,ldtp7Q==,5699838283,2024-09-28,ACH-001538
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001606.merged.unaligned.bam,AIiXug==,5184274330,2024-09-28,ACH-001606
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001607.merged.unaligned.bam,llwjMA==,5003954345,2024-09-28,ACH-001607
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001608.merged.unaligned.bam,cZrlZQ==,5079123914,2024-09-28,ACH-001608
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001609.merged.unaligned.bam,tcZfLA==,4708046322,2024-09-28,ACH-001609
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001611.merged.unaligned.bam,BiUstQ==,5192821386,2024-09-28,ACH-001611
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001619.merged.unaligned.bam,q8i7wA==,4859443943,2024-09-28,ACH-001619
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001622.merged.unaligned.bam,74bByA==,4852003169,2024-09-28,ACH-001622
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001623.merged.unaligned.bam,r4+n/g==,5336115418,2024-09-28,ACH-001623
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001652.merged.unaligned.bam,DiMEbg==,5180184085,2024-09-28,ACH-001652
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001673.merged.unaligned.bam,MZCtFg==,4338029406,2024-09-28,ACH-001673
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001687.merged.unaligned.bam,e13fHQ==,5665931403,2024-09-28,ACH-001687
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001843.merged.unaligned.bam,o6H7nw==,5159452200,2024-09-28,ACH-001843
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001844.merged.unaligned.bam,N97bjA==,5114635574,2024-09-28,ACH-001844
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001850.merged.unaligned.bam,BEAaig==,5624187695,2024-09-28,ACH-001850
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001853.merged.unaligned.bam,EEqcmg==,4522086880,2024-09-28,ACH-001853
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001960.merged.unaligned.bam,bpL0eg==,5588312508,2024-09-28,ACH-001960
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-001961.merged.unaligned.bam,08+lsA==,5420198662,2024-09-28,ACH-001961
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-002070.merged.unaligned.bam,ly6CDA==,5088032292,2024-09-28,ACH-002070
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-002533.merged.unaligned.bam,s+ZjJQ==,5328900757,2024-09-28,ACH-002533
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-002680.merged.unaligned.bam,Qsn47w==,5061229116,2024-09-28,ACH-002680
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-002681.merged.unaligned.bam,sNf6DA==,4537981758,2024-09-28,ACH-002681
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-003130.merged.unaligned.bam,HaViKg==,3819249047,2024-09-28,ACH-003130
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-003193.merged.unaligned.bam,at1mkg==,5167965269,2024-09-28,ACH-003193
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-003233.merged.unaligned.bam,vgyEnA==,4237739834,2024-09-28,ACH-003233
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-003235.merged.unaligned.bam,W7iShA==,5201286829,2024-09-28,ACH-003235
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-003237.merged.unaligned.bam,HnP/FA==,4651451082,2024-09-28,ACH-003237
gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/tag2061/merge/ACH-003337.merged.unaligned.bam,lYovAQ==,4954272205,2024-09-28,ACH-003337
